"Status","Address","ML_Number","Address - City","Listing Date","DOM","Address - ZIP","Listing Price","Orig List Price","Bedrooms","Bathrooms","Square Footage","Year Built","Price_Per_Square_Foot","Lot Size - Sq Ft","Marketing Remarks","IDX","Publish to Internet","Listing Agent Name","Listing Agent Phone 1","Agent Email Address","Listing Office Name","Association","Street Full Address","Address - Street Number","Address - Street Name","Address - Street Suffix","Address - State","Area","District","Selling_Price_Per_Sqft","SP%LP","Status Date","Type","Construction","Zoning"
"A","70 canyon lake Dr, Port Costa, CA 94569-1000","496612","Port Costa","02/01/20","204","94569","2595000.00","2595000.00","4","3.50","5345","1910","485.50","10000","Originally designed by famous architect Julia Morgan, the Port Costa Water Company Building built in 1910 was purchased in the mid-1970s and remodeled into a family residence; a second renovation in 2016 turned this residence into something truly extraordinary. The 5,345 square foot home features four bedrooms, three-and-one-half bathrooms and exceptional indoor/outdoor living.The interior of the home features grand-scale living, dining, sitting, and family rooms with generous fourteen-foot ceilings and ten-foot doors. The gourmet kitchen features Statuary marble countertops, an oversized island with countertop seating, top-of-the-line appliances, and custom cabinetry. Situated on an expansive 10,000 square foot lot, 70 Canyon Lake Drive is surrounded by mature trees and green hills offering excellent privacy. Exterior features of the property include a large pool with a built-in spa, outdoor dining, multiple lounge areas, built-in BBQ, gas fireplace, and landscaped gardens.","Y","1","Mike R Keane-Stack","415-580-9095","mikestack@vanguardsf.com","Vanguard Properties","MLS","70 canyon lake Dr, Port Costa, CA 94569-1000","70","canyon lake","Dr","CA","18110","18","","","03/31/20","","WDFR",""
"A","561 Sanchez St, San Francisco, CA 94114","496808","San Francisco","04/10/20","194","94114","2600000.00","1995000.00","3","1.50","","1900","0.00","","Set back from the street on a prime, Liberty Hill, VIEW block, a short stroll to sunny Dolores Park, this elegant, classic, half-timbered Tudor has magnificent open layout & spectacular, iconic City views. The heart of the home is an expansive Great Room with vaulted ceilings, sparkling light, floor-to-ceiling windows/doors.  Lovely collection of sun-splashed upstairs rooms marry charming period details w/contemporary polish: wainscot, bay windows, gleaming Oak flooring, custom paint, designer lighting. Spacious bedroom, full, sky-lit bath + 2nd bedroom/library complete level. Below, reception + media lounge flow w/serene bedroom suite. Quiet retreat w/access to views, outdoor patio living.  Copious storage, 1/2 bath + garage access at this level. Convenient to Castro Village & 18th St corridor, world-class dining abounds: eateries, bars, cafes & unique storefronts cater to everyday needs + occasions. Lush park access + cultural proximity = premiere urban livability . Walker's Paradise","Y","1","Wendy M Storch","415-519-6091","wendy@wendystorch.com","Sotheby's International Realty","MLS","561 Sanchez St, San Francisco, CA 94114","561","Sanchez","St","CA","5100","5","","","04/10/20","FULL,ATAC,2STR","WDFR",""
"A","90 El Rocko Rd, Weaverville, CA 96048","497091","Weaverville","04/20/20","182","96048","575000.00","640000.00","3","2","2048","2002","280.76","18.9000","Sprawling 3 bedroom, 2 bath ranch style home situated on 18.90 acres in Junction City.  Upon entry you will find a great room featuring the spacious kitchen, dining & living room.  Kitchen offers large island with seating, propane stove & ample amount of counter space.  Slider from the dining room leads into a large sunroom with views of trees & sounds of the creek rushing by...Open the French doors from the living room into a bonus room that could be used as an office, craft room or a fourth bedroom.  An extra wide hallway leads to the guest bedrooms and an oversized guest bathroom.  Master bedroom has wonderful light and a large slider out to the private patio with en-suite featuring a jetted tub.  2 car garage is attached with entry directly to the home.   In addition to the garage there is an attached carport with garage door & roof.  There is also an additional 800 sf 2 bedroom, 2 bath well maintained home on the property that is currently being used as a rental.","N","1","Shannon Aikins","530-524-2479","saikins@copper.net","Big Valley Properties","BERD","90 El Rocko Rd, Weaverville, CA 96048","90","El Rocko","Rd","CA","64010","64","","","04/20/20","DETC","WDFR",""
"A","97 Beryl Ln, Weaverville, CA 96093","497225","Weaverville","04/23/20","181","96093","399000.00","399000.00","4","3","2147","2006","185.84","0.8400","Stylish home in Weaverville at end of a cul-de-sac providing extra privacy, home was built in 2006 but feels brand new, this 2,147 sq ft home offers 4 bedrooms and 3 full bathrooms, Master suite is on the main floor for that added comfort. Master suite offers french doors to back deck, Master bathroom has brand new tiled shower  and new sink, and a walk- in closet. Living room features large picturesque windows for added views, beautiful maple hard wood floors, 20 ft tall vaulted ceilings, a formal dining room adjacent to the living room. Kitchen is a delight with tiled floors, Corian counter tops and maple custom cabinets, also a butcher block coffee bar, leading into the breakfast room off the kitchen with french doors leading to the back deck. Also on the main floor features another bedroom or currently being used as an office,  a guest bath room with tile floors, custom vanity & sink with Corian counters. Up stairs you will find 2 more spacious bedroom and the 3rd full bathroom.","N","1","Shannon Aikins","530-524-2479","saikins@copper.net","Big Valley Properties","BERD","97 Beryl Ln, Weaverville, CA 96093","97","Beryl","Ln","CA","64010","64","","","04/23/20","DETC,2STR","WDFR",""
"A","2574 Harness Dr, Pope Valley, CA 94567","497229","Pope Valley","04/23/20","181","94567","279000.00","299000.00","3","2","1268","1991","220.03","0.2700","Immaculate all one level home on nice acreage with long range views. The home has a Tesla solar system for LOW LOW utilities! Additional features include a great room floor plan that is completely remodeled with new flooring, new paint, new appliances in the kitchen and granite counters. New bathrooms as well. Enjoy long range views from the beautiful deck off the back. 2 car garage to store your tools and toys. Room for RV parking. Lake Berryessa is one of Norther California's largest bodies of fresh water totaling over 32 square miles. This reservoir in the Vaca Mountains was formed following the construction of the Monticello Dam on Putah Creek in the 1950s. Take a stay-cation in your own backyard! If you are going to shelter in place, why not do it at the lake?","Y","1","Edith K Heaney","530-913-0150","emiller@interonc.com","Intero Real Estate","SACM","2574 Harness Dr, Pope Valley, CA 94567","2574","Harness","Dr","CA","16030","16","","","04/23/20","ATAC,1STR,PUD","WDFR","OTHR"
"A","817 Guerrero St, San Francisco, CA 94110","497382","San Francisco","04/01/20","158","94110","2398000.00","2600000.00","2","2","","1900","0.00","2495","Situated in the highly sought-after, historic Liberty Hill district sits this impressive Victorian preserved with period details & charm. From the parquet wood floors to the marble fireplace, this dramatic main level boasts high ceilings accented with sleek finishes throughout. An open concept floor plan flows seamlessly from a grand living room to the extravagant dining room (perfect for entertaining large groups) while just steps away from a luxuriously, newly remodeled marble full bath. The chef's kitchen features high-end appliances, pantry & large center island w/french doors opening up to a beautiful deck overlooking the lush, peaceful yard w/fountain. Upper level showcases two spacious, sun-drenched bedrooms  including a master w/sitting area & double closets plus a 2nd marble bath w/brass fixtures. Lrg 2-car garage & W/D. Located just blocks from J-Church/MUNI, Dolores Park & Valencia St, mins to 24th St, BART/Tech Bus, 101/280 + Mission/Castro/Noe..almost perfect 98 WalkScore!","Y","1","Joanna Rose","415-515-2361","joanna.rose@redfin.com","Redfin","MLS","817 Guerrero St, San Francisco, CA 94110","817","Guerrero","St","CA","5100","5","","","05/06/20","DETC,2STR","",""
"A","2109 Broadway St, San Francisco, CA 94115","497409","San Francisco","01/29/20","148","94115","7750000.00","8250000.00","7","6.50","6990","1896","1108.73","3711","Distinctive 4 lvl Queen Anne family home with peek-a-boo Bay views, scale and volume. Primary level features grand living room, an adjacent oval library, and beautifully detailed formal dining room. The hub of the primary level is the fully renovated spacious great room with an open kitchen, casual dining, and large family room. Walk-out patio and terraced garden features southern light. Family level, features an expansive master bedroom with en-suite bath and sitting room with Bay outlooks, as well as two additional bedrooms and baths. Upper level which offers supreme flexibility: three bedrooms and two full baths can easily double as an office, playroom, or guest suite. The lower level, accessed via separate entrance, features a legal 1BR/1BA guest/ au pair apartment complete with its own kitchen and open living/dining room. Steps from the city's best schools and neighborhood shopping and dining, this is a home primed for family living in the heart of Pac Hts. Virtual Tour on Website","Y","1","Neal A Ward","415-269-9933","neal@compass.com","Compass","MLS","2109 Broadway St, San Francisco, CA 94115","2109","Broadway","St","CA","7020","7","","","05/26/20","DETC,4STR","WDFR",""
"A","3520 Baker St, San Francisco, CA 94123","497509","San Francisco","04/30/20","19","94123","5900000.00","5900000.00","4","3.50","","1928","0.00","3049","This stately Marina home is situated directly across from one of San Francisco's most beautiful landmarks, the Palace of Fine Arts, with breathtaking views of this Renaissance-style masterpiece- reminiscent of being in ancient Rome. Featuring a gracious entertaining level, beautifully landscaped garden and a one-of-a-kind waterfront location on the lagoon of the Palace, this gracious Italianate-style residence works wonderfully for a contemporary lifestyle in one of the City's most sought-after neighborhoods. Situated on of the Marina's premiere blocks, this home also enjoys easy access to the popular dining, shopping and entertainment attractions of Chestnut Street, as well as the St. Francis Yacht Club, Marina Green, Presidio Park and Golden Gate Bridge.         This is truly one of America's most unique real estate locations...","Y","0","Joel Goodrich","415-308-8184","Joel@JoelGoodrich.com","Coldwell Banker Realty","MLS","3520 Baker St, San Francisco, CA 94123","3520","Baker","St","CA","7010","7","","","10/02/20","3STR","",""
"A","3334 Noyo St, Oakland, CA 94602-4128","497504","Oakland","04/26/20","4","94602","2595000.00","2595000.00","4","3.50","3175","","817.32","9270","Sitting in a private cul-de-sac in Woodminster, this spectacular BRAND NEW custom-built single-level 4+1 bed /3.5 bath residence with a POOL welcomes you with its generous indoor/outdoor California living.  Meticulously designed with keen appreciation for efficiency, beauty, safety and functionality, it aims to check every item on your wish list. Open floor plan, high ceilings, 1,600 sq. ft. deck delivering 70 miles of unobstructed SF Bay Area views. Timeless natural materials, two gas fire places, high-end Monogram kitchen appliances, skylight-topped showers, smart connected appliances/lights/smoke detectors/garage door, Marvin Integrity doors and windows (all exceeding Title 24), 24 solar panels, 50-year warranty roof, fast Level 2 EV charging station, 4-car garage, sprinkler system, 2 fire alarms, triple dead-bolted doors, and the list goes on. Elegant, practical and durable, this home is made for the future. You must visit to appreciate all the value that has been built in for you!","Y","1","Maggie Radoslavova","415-420-4846","maggie.radoslavova@exprealty.com","eXp Realty of California, Inc","MLS","3334 Noyo St, Oakland, CA 94602-4128","3334","Noyo","St","CA","19100","19","","","10/17/20","DETC,1STR","WDFR","RH3"
"A","160 Madrona Ave, Belvedere, CA 94920","497476","Belvedere","03/10/20","110","94920","7998000.00","8795000.00","6","4.50","5548","1900","1441.60","12600","Glorious Queen Anne Victorian on choice parcel on Belvedere Island! This 6BR, 4 full and 2 half bath residence was one of the first homes developed on Belvedere in the late 1800's. The home has been exquisitely restored to perfection by the current owner in conjunction with Hadley Construction. The magazine-worthy design layer was done by Eugenia Jesberg and the home has been featured in various publications. Three stories of indoor/outdoor living invite the most discerning buyers. Panoramic views abound from the ~5,548sqft residence. The main level consists of an immaculate kitchen w/ breakfast bar & adjoining casual dine-in area, formal living and dining, powder room, and wrap-around decks. The master is tucked away at the rear for privacy, and boasts a lounge, dressing room & luxe bath. The upper level features 3BRs & 2BAs. The lower level has a huge family room, movie theater, wet bar, wine cellar, laundry + 2 add'l bedrooms. Spa, vege garden, water feature + much more!","Y","1","Payton R Stiewe","415-401-9966","payton@PaytonBinnings.com","Compass","MLS","160 Madrona Ave, Belvedere, CA 94920","160","Madrona","Ave","CA","14010","14","","","07/03/20","DETC,3STR","WDFR",""
